sgRNA	Gene	T0_1	T0_2	Tend_1	Tend_2
CTNNB1_4__HSP90B1_3	CTNNB1__HSP90B1	53	56	57	79
CTNNB1_4__HSP90B1_4	CTNNB1__HSP90B1	27	33	52	70
CTNNB1_4__IGF1R_1	CTNNB1__IGF1R	85	72	68	105
CTNNB1_4__IGF1R_2	CTNNB1__IGF1R	83	65	105	128
CTNNB1_4__IGF1R_3	CTNNB1__IGF1R	214	189	259	288
CTNNB1_4__IGF1R_4	CTNNB1__IGF1R	33	36	40	60
CTNNB1_4__MAPK13_1	CTNNB1__MAPK13	197	215	376	433
CTNNB1_4__MAPK13_2	CTNNB1__MAPK13	84	82	122	123
CTNNB1_4__MAPK13_3	CTNNB1__MAPK13	124	114	195	212
CTNNB1_4__MAPK13_4	CTNNB1__MAPK13	68	45	92	118
CTNNB1_4__TRIB2_1	CTNNB1__TRIB2	60	71	119	127
CTNNB1_4__TRIB2_2	CTNNB1__TRIB2	64	71	87	102
CTNNB1_4__TRIB2_3	CTNNB1__TRIB2	108	114	186	241
CTNNB1_4__TRIB2_4	CTNNB1__TRIB2	76	81	102	133
CTNNB1_4__ULK1_1	CTNNB1__ULK1	29	40	61	87
CTNNB1_4__ULK1_2	CTNNB1__ULK1	63	70	68	102
CTNNB1_4__ULK1_3	CTNNB1__ULK1	45	55	68	85
CTNNB1_4__ULK1_4	CTNNB1__ULK1	84	86	153	157
CTNNB1_4__WNT5A_1	CTNNB1__WNT5A	111	118	181	208
CTNNB1_4__WNT5A_2	CTNNB1__WNT5A	120	130	213	238
CTNNB1_4__WNT5A_3	CTNNB1__WNT5A	66	63	110	142
CTNNB1_4__WNT5A_4	CTNNB1__WNT5A	88	82	150	189
ETF1_1__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__ETF1	14	11	0	6
ETF1_1__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__ETF1	42	26	9	14
ETF1_1__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__ETF1	52	46	11	19
ETF1_1__0Safe_safe_GE_204550.1561	0Safe_safe_GE__ETF1	27	28	7	8
ETF1_1__0Safe_safe_GE_204550.1743	0Safe_safe_GE__ETF1	24	16	9	4
ETF1_1__0Safe_safe_GE_204550.1816	0Safe_safe_GE__ETF1	2	6	3	5
ETF1_1__0Safe_safe_MP_204550.1197	0Safe_safe_MP__ETF1	16	10	4	6
ETF1_1__0Safe_safe_MP_204550.1296	0Safe_safe_MP__ETF1	13	14	2	5
ETF1_1__0Safe_safe_MP_204550.1323	0Safe_safe_MP__ETF1	40	32	15	6
ETF1_1__0Safe_safe_U3_204550.6027	0Safe_safe_U3__ETF1	6	7	3	4
ETF1_1__CDK2_1	CDK2__ETF1	54	44	9	12
ETF1_1__CDK2_2	CDK2__ETF1	39	34	10	7
ETF1_1__CDK2_3	CDK2__ETF1	35	33	6	11
ETF1_1__CDK2_4	CDK2__ETF1	72	71	22	21
ETF1_1__CTNNB1_1	CTNNB1__ETF1	35	16	4	9
ETF1_1__CTNNB1_2	CTNNB1__ETF1	27	28	4	10
ETF1_1__CTNNB1_3	CTNNB1__ETF1	25	31	6	16
ETF1_1__CTNNB1_4	CTNNB1__ETF1	49	36	5	8
ETF1_1__ETF1_1	ETF1__ETF1	23	21	3	2
ETF1_1__ETF1_2	ETF1__ETF1	46	33	8	6
ETF1_1__ETF1_3	ETF1__ETF1	9	14	2	3
ETF1_1__ETF1_4	ETF1__ETF1	23	22	6	9
ETF1_1__EZH2_1	ETF1__EZH2	33	23	7	11
ETF1_1__EZH2_2	ETF1__EZH2	28	39	5	10
ETF1_1__EZH2_3	ETF1__EZH2	41	38	11	12
ETF1_1__EZH2_4	ETF1__EZH2	31	28	5	7
ETF1_1__HSP90B1_1	ETF1__HSP90B1	49	41	4	13
ETF1_1__HSP90B1_2	ETF1__HSP90B1	47	58	7	27
ETF1_1__HSP90B1_3	ETF1__HSP90B1	21	22	4	15
ETF1_1__HSP90B1_4	ETF1__HSP90B1	7	11	4	3
ETF1_1__IGF1R_1	ETF1__IGF1R	38	30	16	9
ETF1_1__IGF1R_2	ETF1__IGF1R	36	47	13	16
ETF1_1__IGF1R_3	ETF1__IGF1R	104	98	17	24
ETF1_1__IGF1R_4	ETF1__IGF1R	19	20	1	3
ETF1_1__MAPK13_1	ETF1__MAPK13	114	111	34	35
ETF1_1__MAPK13_2	ETF1__MAPK13	31	38	7	12
ETF1_1__MAPK13_3	ETF1__MAPK13	43	53	14	24
ETF1_1__MAPK13_4	ETF1__MAPK13	26	24	8	8
ETF1_1__TRIB2_1	ETF1__TRIB2	40	25	5	9
ETF1_1__TRIB2_2	ETF1__TRIB2	18	29	10	10
ETF1_1__TRIB2_3	ETF1__TRIB2	50	50	17	12
ETF1_1__TRIB2_4	ETF1__TRIB2	34	32	5	15
ETF1_1__ULK1_1	ETF1__ULK1	17	13	3	7
ETF1_1__ULK1_2	ETF1__ULK1	27	22	5	3
ETF1_1__ULK1_3	ETF1__ULK1	21	17	1	9
ETF1_1__ULK1_4	ETF1__ULK1	44	44	12	5
ETF1_1__WNT5A_1	ETF1__WNT5A	48	47	9	11
ETF1_1__WNT5A_2	ETF1__WNT5A	57	42	15	25
ETF1_1__WNT5A_3	ETF1__WNT5A	35	39	10	12
ETF1_1__WNT5A_4	ETF1__WNT5A	44	44	10	16
ETF1_2__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__ETF1	41	32	15	17
ETF1_2__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__ETF1	80	94	43	51
ETF1_2__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__ETF1	103	120	50	75
ETF1_2__0Safe_safe_GE_204550.1561	0Safe_safe_GE__ETF1	52	54	26	38
ETF1_2__0Safe_safe_GE_204550.1743	0Safe_safe_GE__ETF1	43	51	19	29
ETF1_2__0Safe_safe_GE_204550.1816	0Safe_safe_GE__ETF1	27	23	11	14
ETF1_2__0Safe_safe_MP_204550.1197	0Safe_safe_MP__ETF1	34	29	13	27
ETF1_2__0Safe_safe_MP_204550.1296	0Safe_safe_MP__ETF1	21	21	9	19
ETF1_2__0Safe_safe_MP_204550.1323	0Safe_safe_MP__ETF1	94	91	46	59
ETF1_2__0Safe_safe_U3_204550.6027	0Safe_safe_U3__ETF1	27	23	7	13
ETF1_2__CDK2_1	CDK2__ETF1	99	95	32	56
ETF1_2__CDK2_2	CDK2__ETF1	85	71	31	36
ETF1_2__CDK2_3	CDK2__ETF1	68	90	26	51
ETF1_2__CDK2_4	CDK2__ETF1	124	136	50	86
ETF1_2__CTNNB1_1	CTNNB1__ETF1	47	58	26	25
ETF1_2__CTNNB1_2	CTNNB1__ETF1	54	53	23	31
ETF1_2__CTNNB1_3	CTNNB1__ETF1	37	41	32	42
ETF1_2__CTNNB1_4	CTNNB1__ETF1	80	80	39	47
ETF1_2__ETF1_1	ETF1__ETF1	58	73	6	9
ETF1_2__ETF1_2	ETF1__ETF1	67	79	15	18
ETF1_2__ETF1_3	ETF1__ETF1	33	31	11	22
ETF1_2__ETF1_4	ETF1__ETF1	50	86	29	40
ETF1_2__EZH2_1	ETF1__EZH2	63	49	28	32
ETF1_2__EZH2_2	ETF1__EZH2	65	79	49	50
ETF1_2__EZH2_3	ETF1__EZH2	103	112	52	46
ETF1_2__EZH2_4	ETF1__EZH2	50	69	41	50
ETF1_2__HSP90B1_1	ETF1__HSP90B1	85	82	45	31
ETF1_2__HSP90B1_2	ETF1__HSP90B1	87	77	46	59
ETF1_2__HSP90B1_3	ETF1__HSP90B1	61	62	24	34
ETF1_2__HSP90B1_4	ETF1__HSP90B1	34	35	13	15
ETF1_2__IGF1R_1	ETF1__IGF1R	78	75	32	44
ETF1_2__IGF1R_2	ETF1__IGF1R	63	77	36	46
ETF1_2__IGF1R_3	ETF1__IGF1R	194	221	57	106
ETF1_2__IGF1R_4	ETF1__IGF1R	29	40	18	17
ETF1_2__MAPK13_1	ETF1__MAPK13	252	241	117	134
ETF1_2__MAPK13_2	ETF1__MAPK13	89	71	38	63
ETF1_2__MAPK13_3	ETF1__MAPK13	123	118	62	68
ETF1_2__MAPK13_4	ETF1__MAPK13	56	55	27	36
ETF1_2__TRIB2_1	ETF1__TRIB2	57	82	31	62
ETF1_2__TRIB2_2	ETF1__TRIB2	56	59	28	24
ETF1_2__TRIB2_3	ETF1__TRIB2	106	120	67	68
ETF1_2__TRIB2_4	ETF1__TRIB2	73	78	39	40
ETF1_2__ULK1_1	ETF1__ULK1	37	39	15	22
ETF1_2__ULK1_2	ETF1__ULK1	60	56	28	27
ETF1_2__ULK1_3	ETF1__ULK1	47	49	15	26
ETF1_2__ULK1_4	ETF1__ULK1	92	96	57	57
ETF1_2__WNT5A_1	ETF1__WNT5A	107	114	50	59
ETF1_2__WNT5A_2	ETF1__WNT5A	104	114	40	62
ETF1_2__WNT5A_3	ETF1__WNT5A	64	89	34	50
ETF1_2__WNT5A_4	ETF1__WNT5A	77	85	43	45
ETF1_3__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__ETF1	14	31	21	32
ETF1_3__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__ETF1	61	65	88	112
ETF1_3__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__ETF1	88	87	123	139
ETF1_3__0Safe_safe_GE_204550.1561	0Safe_safe_GE__ETF1	38	53	64	65
ETF1_3__0Safe_safe_GE_204550.1743	0Safe_safe_GE__ETF1	17	26	28	37
ETF1_3__0Safe_safe_GE_204550.1816	0Safe_safe_GE__ETF1	15	21	24	20
ETF1_3__0Safe_safe_MP_204550.1197	0Safe_safe_MP__ETF1	41	36	40	43
ETF1_3__0Safe_safe_MP_204550.1296	0Safe_safe_MP__ETF1	17	16	22	26
ETF1_3__0Safe_safe_MP_204550.1323	0Safe_safe_MP__ETF1	72	56	85	91
ETF1_3__0Safe_safe_U3_204550.6027	0Safe_safe_U3__ETF1	12	11	11	22
ETF1_3__CDK2_1	CDK2__ETF1	74	89	46	91
ETF1_3__CDK2_2	CDK2__ETF1	41	56	58	41
ETF1_3__CDK2_3	CDK2__ETF1	61	59	73	82
ETF1_3__CDK2_4	CDK2__ETF1	99	114	97	135
ETF1_3__CTNNB1_1	CTNNB1__ETF1	38	44	45	55
ETF1_3__CTNNB1_2	CTNNB1__ETF1	33	34	46	67
ETF1_3__CTNNB1_3	CTNNB1__ETF1	34	41	43	50
ETF1_3__CTNNB1_4	CTNNB1__ETF1	66	70	71	82
ETF1_3__ETF1_1	ETF1__ETF1	40	46	13	19
ETF1_3__ETF1_2	ETF1__ETF1	73	70	32	54
ETF1_3__ETF1_3	ETF1__ETF1	8	16	24	19
ETF1_3__ETF1_4	ETF1__ETF1	46	48	60	65
ETF1_3__EZH2_1	ETF1__EZH2	40	32	41	46
ETF1_3__EZH2_2	ETF1__EZH2	54	53	62	69
ETF1_3__EZH2_3	ETF1__EZH2	78	65	78	94
ETF1_3__EZH2_4	ETF1__EZH2	39	47	58	74
ETF1_3__HSP90B1_1	ETF1__HSP90B1	70	62	77	81
ETF1_3__HSP90B1_2	ETF1__HSP90B1	68	72	78	83
ETF1_3__HSP90B1_3	ETF1__HSP90B1	31	32	39	50
ETF1_3__HSP90B1_4	ETF1__HSP90B1	29	22	28	24
ETF1_3__IGF1R_1	ETF1__IGF1R	63	65	54	68
ETF1_3__IGF1R_2	ETF1__IGF1R	39	45	73	76
ETF1_3__IGF1R_3	ETF1__IGF1R	155	161	184	219
ETF1_3__IGF1R_4	ETF1__IGF1R	21	35	23	26
ETF1_3__MAPK13_1	ETF1__MAPK13	165	147	177	200
ETF1_3__MAPK13_2	ETF1__MAPK13	55	50	62	65
ETF1_3__MAPK13_3	ETF1__MAPK13	90	119	146	141
ETF1_3__MAPK13_4	ETF1__MAPK13	62	52	78	73
ETF1_3__TRIB2_1	ETF1__TRIB2	40	51	74	61
ETF1_3__TRIB2_2	ETF1__TRIB2	54	39	39	50
ETF1_3__TRIB2_3	ETF1__TRIB2	76	89	118	131
ETF1_3__TRIB2_4	ETF1__TRIB2	62	52	60	72
ETF1_3__ULK1_1	ETF1__ULK1	24	23	33	36
ETF1_3__ULK1_2	ETF1__ULK1	52	55	54	79
ETF1_3__ULK1_3	ETF1__ULK1	37	23	50	39
ETF1_3__ULK1_4	ETF1__ULK1	81	79	80	97
ETF1_3__WNT5A_1	ETF1__WNT5A	81	86	93	119
ETF1_3__WNT5A_2	ETF1__WNT5A	77	96	124	133
ETF1_3__WNT5A_3	ETF1__WNT5A	54	53	78	100
ETF1_3__WNT5A_4	ETF1__WNT5A	69	73	100	114
ETF1_4__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__ETF1	14	9	8	18
ETF1_4__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__ETF1	37	22	24	27
ETF1_4__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__ETF1	48	52	44	56
ETF1_4__0Safe_safe_GE_204550.1561	0Safe_safe_GE__ETF1	27	24	19	18
ETF1_4__0Safe_safe_GE_204550.1743	0Safe_safe_GE__ETF1	21	16	17	13
ETF1_4__0Safe_safe_GE_204550.1816	0Safe_safe_GE__ETF1	13	8	12	7
ETF1_4__0Safe_safe_MP_204550.1197	0Safe_safe_MP__ETF1	18	15	7	11
ETF1_4__0Safe_safe_MP_204550.1296	0Safe_safe_MP__ETF1	13	10	5	7
ETF1_4__0Safe_safe_MP_204550.1323	0Safe_safe_MP__ETF1	32	29	31	47
ETF1_4__0Safe_safe_U3_204550.6027	0Safe_safe_U3__ETF1	8	4	7	14
ETF1_4__CDK2_1	CDK2__ETF1	39	33	16	23
ETF1_4__CDK2_2	CDK2__ETF1	39	25	25	28
ETF1_4__CDK2_3	CDK2__ETF1	35	27	19	22
ETF1_4__CDK2_4	CDK2__ETF1	72	58	48	50
ETF1_4__CTNNB1_1	CTNNB1__ETF1	32	19	21	22
ETF1_4__CTNNB1_2	CTNNB1__ETF1	22	24	12	27
ETF1_4__CTNNB1_3	CTNNB1__ETF1	19	14	21	16
ETF1_4__CTNNB1_4	CTNNB1__ETF1	36	33	33	44
ETF1_4__ETF1_1	ETF1__ETF1	28	31	4	9
ETF1_4__ETF1_2	ETF1__ETF1	32	38	16	19
ETF1_4__ETF1_3	ETF1__ETF1	13	6	6	12
ETF1_4__ETF1_4	ETF1__ETF1	27	20	18	18
ETF1_4__EZH2_1	ETF1__EZH2	19	19	10	14
ETF1_4__EZH2_2	ETF1__EZH2	34	35	37	24
ETF1_4__EZH2_3	ETF1__EZH2	50	37	20	48
ETF1_4__EZH2_4	ETF1__EZH2	31	25	18	31
ETF1_4__HSP90B1_1	ETF1__HSP90B1	56	35	27	38
ETF1_4__HSP90B1_2	ETF1__HSP90B1	42	42	33	28
ETF1_4__HSP90B1_3	ETF1__HSP90B1	20	19	22	21
ETF1_4__HSP90B1_4	ETF1__HSP90B1	7	9	13	15
ETF1_4__IGF1R_1	ETF1__IGF1R	34	27	22	24
ETF1_4__IGF1R_2	ETF1__IGF1R	31	26	21	39
ETF1_4__IGF1R_3	ETF1__IGF1R	99	97	57	77
ETF1_4__IGF1R_4	ETF1__IGF1R	10	8	5	15
ETF1_4__MAPK13_1	ETF1__MAPK13	90	104	84	94
ETF1_4__MAPK13_2	ETF1__MAPK13	32	32	23	19
ETF1_4__MAPK13_3	ETF1__MAPK13	56	48	37	60
ETF1_4__MAPK13_4	ETF1__MAPK13	24	24	25	26
ETF1_4__TRIB2_1	ETF1__TRIB2	26	28	27	22
ETF1_4__TRIB2_2	ETF1__TRIB2	15	32	19	22
ETF1_4__TRIB2_3	ETF1__TRIB2	33	52	39	61
ETF1_4__TRIB2_4	ETF1__TRIB2	34	22	19	18
ETF1_4__ULK1_1	ETF1__ULK1	16	8	7	10
ETF1_4__ULK1_2	ETF1__ULK1	27	28	17	21
ETF1_4__ULK1_3	ETF1__ULK1	20	14	16	11
ETF1_4__ULK1_4	ETF1__ULK1	41	36	37	20
ETF1_4__WNT5A_1	ETF1__WNT5A	40	47	25	40
ETF1_4__WNT5A_2	ETF1__WNT5A	42	43	37	44
ETF1_4__WNT5A_3	ETF1__WNT5A	49	34	32	38
ETF1_4__WNT5A_4	ETF1__WNT5A	34	36	26	38
EZH2_1__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__EZH2	25	13	29	35
EZH2_1__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__EZH2	49	50	77	81
EZH2_1__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__EZH2	71	69	113	132
EZH2_1__0Safe_safe_GE_204550.1561	0Safe_safe_GE__EZH2	36	38	52	71
EZH2_1__0Safe_safe_GE_204550.1743	0Safe_safe_GE__EZH2	31	27	49	39
EZH2_1__0Safe_safe_GE_204550.1816	0Safe_safe_GE__EZH2	16	19	28	42
EZH2_1__0Safe_safe_MP_204550.1197	0Safe_safe_MP__EZH2	16	24	45	35
EZH2_1__0Safe_safe_MP_204550.1296	0Safe_safe_MP__EZH2	15	14	28	25
EZH2_1__0Safe_safe_MP_204550.1323	0Safe_safe_MP__EZH2	58	62	134	134
EZH2_1__0Safe_safe_U3_204550.6027	0Safe_safe_U3__EZH2	13	11	25	19
EZH2_1__CDK2_1	CDK2__EZH2	74	68	76	101
EZH2_1__CDK2_2	CDK2__EZH2	57	59	61	75
EZH2_1__CDK2_3	CDK2__EZH2	48	52	54	81
EZH2_1__CDK2_4	CDK2__EZH2	108	82	105	134
EZH2_1__CTNNB1_1	CTNNB1__EZH2	27	32	67	63
EZH2_1__CTNNB1_2	CTNNB1__EZH2	24	22	52	66
EZH2_1__CTNNB1_3	CTNNB1__EZH2	38	32	60	71
EZH2_1__CTNNB1_4	CTNNB1__EZH2	53	51	72	85
EZH2_1__ETF1_1	ETF1__EZH2	24	42	28	30
EZH2_1__ETF1_2	ETF1__EZH2	52	46	36	45
EZH2_1__ETF1_3	ETF1__EZH2	19	20	18	22
EZH2_1__ETF1_4	ETF1__EZH2	32	35	60	67
EZH2_1__EZH2_1	EZH2__EZH2	28	35	53	55
EZH2_1__EZH2_2	EZH2__EZH2	53	47	94	112
EZH2_1__EZH2_3	EZH2__EZH2	73	55	110	125
EZH2_1__EZH2_4	EZH2__EZH2	38	37	70	72
EZH2_1__HSP90B1_1	EZH2__HSP90B1	52	49	79	72
EZH2_1__HSP90B1_2	EZH2__HSP90B1	78	55	89	115
EZH2_1__HSP90B1_3	EZH2__HSP90B1	37	33	39	54
EZH2_1__HSP90B1_4	EZH2__HSP90B1	16	12	26	31
EZH2_1__IGF1R_1	EZH2__IGF1R	53	53	59	79
EZH2_1__IGF1R_2	EZH2__IGF1R	49	66	78	110
EZH2_1__IGF1R_3	EZH2__IGF1R	144	119	173	174
EZH2_1__IGF1R_4	EZH2__IGF1R	15	23	21	22
EZH2_1__MAPK13_1	EZH2__MAPK13	141	116	201	258
EZH2_1__MAPK13_2	EZH2__MAPK13	47	52	71	81
EZH2_1__MAPK13_3	EZH2__MAPK13	77	72	114	132
EZH2_1__MAPK13_4	EZH2__MAPK13	43	44	68	63
EZH2_1__TRIB2_1	EZH2__TRIB2	35	47	78	79
EZH2_1__TRIB2_2	EZH2__TRIB2	30	34	51	61
EZH2_1__TRIB2_3	EZH2__TRIB2	71	76	127	157
EZH2_1__TRIB2_4	EZH2__TRIB2	56	45	85	91
EZH2_1__ULK1_1	EZH2__ULK1	13	26	43	41
EZH2_1__ULK1_2	EZH2__ULK1	37	47	57	60
EZH2_1__ULK1_3	EZH2__ULK1	40	27	44	39
EZH2_1__ULK1_4	EZH2__ULK1	60	69	80	94
EZH2_1__WNT5A_1	EZH2__WNT5A	69	67	89	115
EZH2_1__WNT5A_2	EZH2__WNT5A	59	61	110	109
EZH2_1__WNT5A_3	EZH2__WNT5A	46	38	81	86
EZH2_1__WNT5A_4	EZH2__WNT5A	59	56	93	99
EZH2_2__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__EZH2	16	23	36	42
EZH2_2__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__EZH2	46	53	89	122
EZH2_2__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__EZH2	103	98	126	198
EZH2_2__0Safe_safe_GE_204550.1561	0Safe_safe_GE__EZH2	30	40	72	53
EZH2_2__0Safe_safe_GE_204550.1743	0Safe_safe_GE__EZH2	35	32	42	63
EZH2_2__0Safe_safe_GE_204550.1816	0Safe_safe_GE__EZH2	27	17	38	30
EZH2_2__0Safe_safe_MP_204550.1197	0Safe_safe_MP__EZH2	22	30	50	61
EZH2_2__0Safe_safe_MP_204550.1296	0Safe_safe_MP__EZH2	17	16	35	30
EZH2_2__0Safe_safe_MP_204550.1323	0Safe_safe_MP__EZH2	78	76	122	152
EZH2_2__0Safe_safe_U3_204550.6027	0Safe_safe_U3__EZH2	21	20	15	33
EZH2_2__CDK2_1	CDK2__EZH2	68	78	85	105
EZH2_2__CDK2_2	CDK2__EZH2	70	60	67	71
EZH2_2__CDK2_3	CDK2__EZH2	62	74	75	95
EZH2_2__CDK2_4	CDK2__EZH2	113	109	162	197
EZH2_2__CTNNB1_1	CTNNB1__EZH2	45	40	78	55
EZH2_2__CTNNB1_2	CTNNB1__EZH2	33	41	76	88
EZH2_2__CTNNB1_3	CTNNB1__EZH2	36	48	67	71
EZH2_2__CTNNB1_4	CTNNB1__EZH2	59	51	88	110
EZH2_2__ETF1_1	ETF1__EZH2	46	61	23	30
EZH2_2__ETF1_2	ETF1__EZH2	60	65	47	73
EZH2_2__ETF1_3	ETF1__EZH2	23	21	31	48
EZH2_2__ETF1_4	ETF1__EZH2	37	42	81	86
EZH2_2__EZH2_1	EZH2__EZH2	42	55	67	93
EZH2_2__EZH2_2	EZH2__EZH2	58	72	97	123
EZH2_2__EZH2_3	EZH2__EZH2	62	64	101	93
EZH2_2__EZH2_4	EZH2__EZH2	46	41	62	94
EZH2_2__HSP90B1_1	EZH2__HSP90B1	64	74	105	130
EZH2_2__HSP90B1_2	EZH2__HSP90B1	86	86	83	109
EZH2_2__HSP90B1_3	EZH2__HSP90B1	43	42	54	71
EZH2_2__HSP90B1_4	EZH2__HSP90B1	27	22	49	40
EZH2_2__IGF1R_1	EZH2__IGF1R	57	64	78	85
EZH2_2__IGF1R_2	EZH2__IGF1R	62	69	86	102
EZH2_2__IGF1R_3	EZH2__IGF1R	198	186	214	263
EZH2_2__IGF1R_4	EZH2__IGF1R	39	28	24	37
EZH2_2__MAPK13_1	EZH2__MAPK13	215	200	244	319
EZH2_2__MAPK13_2	EZH2__MAPK13	56	65	85	104
EZH2_2__MAPK13_3	EZH2__MAPK13	111	101	197	202
EZH2_2__MAPK13_4	EZH2__MAPK13	58	37	71	94
EZH2_2__TRIB2_1	EZH2__TRIB2	61	60	106	107
EZH2_2__TRIB2_2	EZH2__TRIB2	45	35	59	79
EZH2_2__TRIB2_3	EZH2__TRIB2	89	80	154	186
EZH2_2__TRIB2_4	EZH2__TRIB2	58	78	93	114
EZH2_2__ULK1_1	EZH2__ULK1	31	31	49	63
EZH2_2__ULK1_2	EZH2__ULK1	49	41	67	87
EZH2_2__ULK1_3	EZH2__ULK1	42	34	34	67
EZH2_2__ULK1_4	EZH2__ULK1	79	72	125	115
EZH2_2__WNT5A_1	EZH2__WNT5A	86	96	121	172
EZH2_2__WNT5A_2	EZH2__WNT5A	87	94	154	153
EZH2_2__WNT5A_3	EZH2__WNT5A	64	43	67	105
EZH2_2__WNT5A_4	EZH2__WNT5A	76	69	96	135
EZH2_3__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__EZH2	32	32	35	48
EZH2_3__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__EZH2	98	68	106	144
EZH2_3__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__EZH2	90	104	133	172
EZH2_3__0Safe_safe_GE_204550.1561	0Safe_safe_GE__EZH2	51	43	67	73
EZH2_3__0Safe_safe_GE_204550.1743	0Safe_safe_GE__EZH2	45	41	50	56
EZH2_3__0Safe_safe_GE_204550.1816	0Safe_safe_GE__EZH2	23	24	31	48
EZH2_3__0Safe_safe_MP_204550.1197	0Safe_safe_MP__EZH2	36	17	57	62
EZH2_3__0Safe_safe_MP_204550.1296	0Safe_safe_MP__EZH2	18	18	31	37
EZH2_3__0Safe_safe_MP_204550.1323	0Safe_safe_MP__EZH2	76	71	145	172
EZH2_3__0Safe_safe_U3_204550.6027	0Safe_safe_U3__EZH2	20	18	34	44
EZH2_3__CDK2_1	CDK2__EZH2	96	94	116	111
EZH2_3__CDK2_2	CDK2__EZH2	76	85	79	99
EZH2_3__CDK2_3	CDK2__EZH2	61	85	76	110
EZH2_3__CDK2_4	CDK2__EZH2	144	92	151	188
EZH2_3__CTNNB1_1	CTNNB1__EZH2	43	48	58	88
EZH2_3__CTNNB1_2	CTNNB1__EZH2	58	43	101	97
EZH2_3__CTNNB1_3	CTNNB1__EZH2	50	45	77	100
EZH2_3__CTNNB1_4	CTNNB1__EZH2	80	83	117	118
EZH2_3__ETF1_1	ETF1__EZH2	61	63	25	38
EZH2_3__ETF1_2	ETF1__EZH2	73	94	57	76
EZH2_3__ETF1_3	ETF1__EZH2	19	32	33	40
EZH2_3__ETF1_4	ETF1__EZH2	54	51	66	101
EZH2_3__EZH2_1	EZH2__EZH2	51	46	52	76
EZH2_3__EZH2_2	EZH2__EZH2	69	72	109	138
EZH2_3__EZH2_3	EZH2__EZH2	78	64	133	139
EZH2_3__EZH2_4	EZH2__EZH2	50	47	92	102
EZH2_3__HSP90B1_1	EZH2__HSP90B1	105	101	132	139
EZH2_3__HSP90B1_2	EZH2__HSP90B1	89	81	101	124
EZH2_3__HSP90B1_3	EZH2__HSP90B1	50	40	46	61
EZH2_3__HSP90B1_4	EZH2__HSP90B1	36	18	48	61
EZH2_3__IGF1R_1	EZH2__IGF1R	77	68	57	85
EZH2_3__IGF1R_2	EZH2__IGF1R	97	66	114	146
EZH2_3__IGF1R_3	EZH2__IGF1R	196	194	248	264
EZH2_3__IGF1R_4	EZH2__IGF1R	35	35	34	42
EZH2_3__MAPK13_1	EZH2__MAPK13	211	205	362	401
EZH2_3__MAPK13_2	EZH2__MAPK13	71	68	68	123
EZH2_3__MAPK13_3	EZH2__MAPK13	125	97	165	175
EZH2_3__MAPK13_4	EZH2__MAPK13	59	54	78	96
EZH2_3__TRIB2_1	EZH2__TRIB2	58	81	91	105
EZH2_3__TRIB2_2	EZH2__TRIB2	42	38	82	84
EZH2_3__TRIB2_3	EZH2__TRIB2	107	122	198	237
EZH2_3__TRIB2_4	EZH2__TRIB2	65	68	94	116
EZH2_3__ULK1_1	EZH2__ULK1	41	44	67	63
EZH2_3__ULK1_2	EZH2__ULK1	57	60	71	92
EZH2_3__ULK1_3	EZH2__ULK1	45	38	60	64
EZH2_3__ULK1_4	EZH2__ULK1	86	83	109	138
EZH2_3__WNT5A_1	EZH2__WNT5A	97	99	126	169
EZH2_3__WNT5A_2	EZH2__WNT5A	107	125	139	179
EZH2_3__WNT5A_3	EZH2__WNT5A	66	53	69	108
EZH2_3__WNT5A_4	EZH2__WNT5A	91	82	118	161
EZH2_4__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__EZH2	32	34	51	68
EZH2_4__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__EZH2	94	97	149	204
EZH2_4__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__EZH2	112	116	203	233
EZH2_4__0Safe_safe_GE_204550.1561	0Safe_safe_GE__EZH2	77	54	88	114
EZH2_4__0Safe_safe_GE_204550.1743	0Safe_safe_GE__EZH2	47	53	81	101
